nextval,files_to_process_sql,l_load_file_id,l_data_source_code,l_file_name,l_file_order,l_file_timestamp,l_load_id
 000000000000000000000000016,SELECT c.load_file_id::int , 000000073,A,AID1_DLY_COA_DEPT_20110507013651_20110507041850.ASC                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , 000000003,20110507041850                                    , 000000176
 000000000000000000000000016,SELECT c.load_file_id::int , 000000072,L,AID4_DLY_COA_LOC_20110507013650_20110507041850.ASC                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , 000000003,20110507041850                                    , 000000182
 000000000000000000000000016,SELECT c.load_file_id::int , 000000075,D,AID2_DLY_COA_APPR_20110507013651_20110507041851.ASC                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , 000000003,20110507041851                                    , 000000179
 000000000000000000000000016,SELECT c.load_file_id::int , 000000071,E,AID3_DLY_COA_OBJ_20110507013650_20110507041851.ASC                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , 000000003,20110507041851                                    , 000000180
 000000000000000000000000016,SELECT c.load_file_id::int , 000000076,F,AIDM_DLY_MMDSB_AD_20110507013651_20110507041921.ASC                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , 000000003,20110507041921                                    , 000000181
